序号,项目名称,房源描述,建筑面积,户型,楼层,总层数,朝向,建筑年代,单价（元/平米）,总价（万元）,所属学校,距离学校,所在区县,学区内小区个数,普通,小班教学,区重点,体育类,艺术类,语文类,双语,科技类,名校附属,市重点,外语类
2796,欣盛东方福邸,东方福邸新上大三房 南北通透 两房朝南 得房率80物业,138,3室2厅,高层,24,南北向,2014,50725,700,大关小学教育集团申花校区,0.41km,西湖,8个小区,是,是,否,否,是,否,否,否,否,否,否
2797,万家花城,"品质的小区,品质的生活从房子开始!",76,2室1厅,低层,18,南向,2010,38158,290,大关小学教育集团申花校区,0.69km,西湖,8个小区,是,是,否,否,是,否,否,否,否,否,否
2798,万家花城,"东边套,5号线口,精装修,看房随时方便,不占",118,3室2厅,高层,25,南北向,2010,44915,530,大关小学教育集团申花校区,0.69km,西湖,8个小区,是,是,否,否,是,否,否,否,否,否,否
2799,小河佳苑,"全明通透三房 房东自住 精装修 光线视野无遮挡,换房诚心出售",97,3室2厅,中层,18,南北向,2008,27320,265,拱墅区教师进修学校附属学校,0.23km,和睦,12个小区,是,否,否,否,否,否,否,否,否,否,否
2800,林司后小区,青蓝学.区 二号线口 通透两房 居家装修 5楼,55,2室1厅,高层,6,南北向,1990,39034,215,杭州市青蓝小学(新华校区),0.11km,下城,8个小区,否,是,否,否,否,否,否,否,否,是,否
2801,欣盛东方福邸,空中别墅 小区湖景 福邸经典创意五房户型 纯边套 采光好,161,5室2厅,高层,13,南北向,2013,46460,748,大关小学教育集团申花校区,0.41km,西湖,8个小区,是,是,否,否,是,否,否,否,否,否,否
2802,万家花城,"自住精装,南北通透 户型正气 随时看房",141,3室2厅,高层,18,南向,2009,41111,580,大关小学教育集团申花校区,0.69km,西湖,8个小区,是,是,否,否,是,否,否,否,否,否,否
2803,万家花城,"滨江万家花城精装,温馨住宅,家具家电全送,交通便捷!",89,3室1厅,高层,17,南北向,2009,44944,400,大关小学教育集团申花校区,0.69km,西湖,8个小区,是,是,否,否,是,否,否,否,否,否,否
2804,万家花城,"万家花城,沿线10层楼.全明户型精装修诚信出售看房联系.",90,3室2厅,中层,18,南向,2010,45556,410,大关小学教育集团申花校区,0.69km,西湖,8个小区,是,是,否,否,是,否,否,否,否,否,否
2805,欣盛东方福邸,东方福邸。南北通透诚心出售。位置好到爆。价格低到底!,163,3室2厅,低层,13,南北向,2014,48773,795,大关小学教育集团申花校区,0.41km,西湖,8个小区,是,是,否,否,是,否,否,否,否,否,否
2806,万家花城,"申花大三房,中间楼层,采光边套等你来! 户型方正",118,3室2厅,高层,25,东北向,2009,37934,448,大关小学教育集团申花校区,0.69km,西湖,8个小区,是,是,否,否,是,否,否,否,否,否,否
2807,万家花城,"欧式装修 豪装近百万 三个阳台 高层采光好 不沿马路,诚售。",141,3室2厅,中层,18,南北向,2009,30355,428,大关小学教育集团申花校区,0.69km,西湖,8个小区,是,是,否,否,是,否,否,否,否,否,否
2808,政苑小区,政苑电梯房 户型通透 电梯房 价格可议,140,3室2厅,中层,10,南向,2000,37090,520,文一街小学政苑校区,0.30km,西湖,5个小区,否,是,是,否,否,否,是,否,否,否,否
2809,政苑小区,"政苑小区新出边套,沿河景观小区,银泰,余杭塘路沿线急售",103,3室2厅,低层,7,南北向,2009,47573,490,文一街小学政苑校区,0.30km,西湖,5个小区,否,是,是,否,否,否,是,否,否,否,否
2810,石灰桥新村,"店长首推:西边套三房格局。明厨明卫,小区明星户型,停车方便",70,3室1厅,高层,7,南北向,1988,49858,350,文一街小学文一校区,0.49km,西湖,14个小区,否,是,是,否,否,否,否,否,是,否,否
2811,石灰桥新村,文一街 小套全明户型 不走破总价 不占 看房随,41,1室1厅,高层,6,南北向,1988,54731,225,文一街小学文一校区,0.49km,西湖,14个小区,否,是,是,否,否,否,否,否,是,否,否
2812,石灰桥新村,"文一街十三中,送30万精装,送20方院子,口",66,3室2厅,低层,5,南向,1988,46828,310,文一街小学文一校区,0.49km,西湖,14个小区,否,是,是,否,否,否,否,否,是,否,否
2813,石灰桥新村,石灰桥新村 文一 本部两房两厅 南北双阳台 三十万精装白送,69,3室1厅,高层,6,南北向,1988,41485,285,文一街小学文一校区,0.49km,西湖,14个小区,否,是,是,否,否,否,否,否,是,否,否
2814,石灰桥新村,"石灰桥新村, 好装修,中间楼层, 阳光早到晚,诚售",65,3室1厅,中层,5,南北向,1988,41538,270,文一街小学文一校区,0.49km,西湖,14个小区,否,是,是,否,否,否,否,否,是,否,否
2815,石灰桥新村,文一街石灰桥新村 南北通透 户型正气 5年房产经验,45,2室1厅,中层,6,南北向,1988,44444,200,文一街小学文一校区,0.49km,西湖,14个小区,否,是,是,否,否,否,否,否,是,否,否
2816,政苑小区,城西银泰旁政苑新出刚需盘86方两房 房东诚售看房随时有钥匙,86,2室2厅,中层,6,南北向,2008,42442,365,文一街小学政苑校区,0.30km,西湖,5个小区,否,是,是,否,否,否,是,否,否,否,否
2817,石灰桥新村,"文一街新出小套,精装修,南北通透,视野无遮挡",51,2室1厅,中层,6,南北向,1996,49020,250,文一街小学文一校区,0.49km,西湖,14个小区,否,是,是,否,否,否,否,否,是,否,否
2818,石灰桥新村,文一街十三中 石灰桥新上 送15万居家装修 送60方阁楼,60,3室1厅,高层,6,东西向,1988,43333,260,文一街小学文一校区,0.49km,西湖,14个小区,否,是,是,否,否,否,否,否,是,否,否
2819,石灰桥新村,文一街十三中 南北通透户型 送精装 户型正 总价低 房东诚卖,79,2室2厅,高层,7,南北向,1988,42843,340,文一街小学文一校区,0.49km,西湖,14个小区,否,是,是,否,否,否,否,否,是,否,否
2820,政苑小区,"政苑小区,三房两卫 视野开阔 离近 安全 不沿马路!",125,3室2厅,高层,11,南北向,2005,41200,515,文一街小学政苑校区,0.30km,西湖,5个小区,否,是,是,否,否,否,是,否,否,否,否
2821,石灰桥新村,"新上房源:两房朝南全明户型,,送20方大院子 阳光,诚售",56,2室1厅,低层,6,南北向,2000,40179,225,文一街小学文一校区,0.49km,西湖,14个小区,否,是,是,否,否,否,否,否,是,否,否
2822,石灰桥新村,房东挂牌、92年房龄、二室一厅、精装修、小套、看房预约,54,2室1厅,中层,6,南北向,1988,45897,250,文一街小学文一校区,0.49km,西湖,14个小区,否,是,是,否,否,否,否,否,是,否,否
2823,政苑小区,看房有钥匙 大三房清水装修 信息真实 不占,119,3室2厅,中层,6,南北向,2005,39496,470,文一街小学政苑校区,0.30km,西湖,5个小区,否,是,是,否,否,否,是,否,否,否,否
2824,石灰桥新村,"文一街十三中,精装两房,南北通透 不占用送20万精装修",48,2室1厅,高层,6,东北向,1988,41667,200,文一街小学文一校区,0.49km,西湖,14个小区,否,是,是,否,否,否,否,否,是,否,否
2825,石灰桥新村,"文一街十三中,4房2卫,3楼,小区自带幼儿园",101,4室2厅,中层,6,南向,1988,39604,400,文一街小学文一校区,0.49km,西湖,14个小区,否,是,是,否,否,否,否,否,是,否,否
2826,政苑小区,"政苑小区,东边套,大三房,南北通透,两房朝南客厅朝南带阳台",119,3室2厅,中层,6,南北向,2002,41176,490,文一街小学政苑校区,0.30km,西湖,5个小区,否,是,是,否,否,否,是,否,否,否,否
2827,石灰桥新村,"送30方院子前方无遮挡日照时间长,精装修20万元可直接入住。",46,2室1厅,低层,7,南向,1990,48056,220,文一街小学文一校区,0.49km,西湖,14个小区,否,是,是,否,否,否,否,否,是,否,否
2828,石灰桥新村,"新上石灰桥新村,婚房装修,,文一街,两房诚心卖,急售",52,1室0厅,中层,7,南向,1996,36197,190,文一街小学文一校区,0.49km,西湖,14个小区,否,是,是,否,否,否,否,否,是,否,否
2829,北景园水镜苑,北景园水镜苑 三年精装修 房东自住因调动 送家电送车位,98,2室2厅,高层,11,南北向,2013,28061,275,杭州市景成实验学校,0.84km,下城,6个小区,否,是,是,否,否,否,是,否,是,否,否
2830,石灰桥新村,"文一街这样的装修你会心动吗?中间楼层,不沿马路!",65,2室1厅,中层,5,南北向,1988,45385,295,文一街小学文一校区,0.49km,西湖,14个小区,否,是,是,否,否,否,否,否,是,否,否
2831,北景园水镜苑,北景园20万温馨清爽精装大两房 可直接入住 无营业税,97,2室2厅,高层,11,南向,2013,25052,243,杭州市景成实验学校,0.84km,下城,6个小区,否,是,是,否,否,否,是,否,是,否,否
2832,大关东三苑,精装修 大关公园旁 中间3楼 低总价 首付34万 诚心急售!,46,2室1厅,中层,6,南向,1996,24635,113,杭州市外语实验小学,0.16km,大关,10个小区,否,是,否,否,否,否,否,否,否,是,是
2833,大关东三苑,"温馨小套,精装改两房,总价低,前无遮挡,视野开阔",44,2室1厅,中层,6,南向,1996,25455,112,杭州市外语实验小学,0.16km,大关,10个小区,否,是,否,否,否,否,否,否,否,是,是
2834,政苑小区,精装修好房子户型通透明亮楼层好看房方便,139,3室2厅,高层,6,南北向,2008,38849,540,文一街小学政苑校区,0.30km,西湖,5个小区,否,是,是,否,否,否,是,否,否,否,否
2835,石灰桥新村,"文一街十三中,送15万精装,中间4楼,口,总价低",45,2室1厅,中层,7,南向,1988,48889,220,文一街小学文一校区,0.49km,西湖,14个小区,否,是,是,否,否,否,否,否,是,否,否
2836,石灰桥新村,"15万的装修,3楼的楼层,还送8方的储藏室,到只要80米",52,2室1厅,中层,6,南北向,1988,38462,200,文一街小学文一校区,0.49km,西湖,14个小区,否,是,是,否,否,否,否,否,是,否,否
2837,吉如家园,"卖鱼桥,D铁口50米,市政公园旁边,全明三房,20万",96,3室2厅,高层,18,南向,2011,31172,298,卖鱼桥小学文澜校区,0.76km,祥符,16个小区,否,是,是,否,否,否,否,否,否,否,否
2838,吉如家园,"吉如家园 两房朝南 全明!,可改三房",93,2室2厅,低层,25,南向,2010,35105,325,卖鱼桥小学文澜校区,0.76km,祥符,16个小区,否,是,是,否,否,否,否,否,否,否,否
2839,吉如家园,卖小吉如家园!就在楼下!送100方大露台!还在犹豫什么!,93,2室2厅,低层,18,南北向,2009,33333,310,卖鱼桥小学文澜校区,0.76km,祥符,16个小区,否,是,是,否,否,否,否,否,否,否,否
2840,政苑小区,"政苑小区,业主自住精装修,三房两卫,不沿马路,495万包车位",119,3室2厅,低层,6,南北向,2008,41597,495,文一街小学政苑校区,0.30km,西湖,5个小区,否,是,是,否,否,否,是,否,否,否,否
2841,政苑小区,"政苑小区,南北通透,86方中间楼层,东边套,低于市场价20万",86,2室2厅,中层,6,南北向,2008,41279,355,文一街小学政苑校区,0.30km,西湖,5个小区,否,是,是,否,否,否,是,否,否,否,否
2842,石灰桥新村,文一街十三中 双开间朝南 4楼送20万精装修 再送5平方扩面,57,2室1厅,中层,6,南北向,1988,43860,250,文一街小学文一校区,0.49km,西湖,14个小区,否,是,是,否,否,否,否,否,是,否,否
2843,石灰桥新村,文一街十三中 小区少有1梯2户2房南户型 4楼送20万精装,58,2室1厅,中层,6,南北向,1988,43103,250,文一街小学文一校区,0.49km,西湖,14个小区,否,是,是,否,否,否,否,否,是,否,否
2844,吉如家园,吉如家园新上房源 送100方大露台 出门就是DT巨洲站 卖小,93,2室2厅,低层,18,南北向,2009,33333,310,卖鱼桥小学文澜校区,0.76km,祥符,16个小区,否,是,是,否,否,否,否,否,否,否,否
2845,大关东三苑,"业主置换已购新房,诚心出售中间楼层两房朝南房,价可议",57,2室1厅,中层,6,南向,1996,24476,140,杭州市外语实验小学,0.16km,大关,10个小区,否,是,否,否,否,否,否,否,否,是,是
2846,沿山河新村,"保区房,实用户型,楼层好、采光好,价格好谈",81,3室1厅,低层,5,南北向,1980,43210,350,杭州市保_塔实验学校,0.34km,西湖,18个小区,否,是,否,否,否,否,是,否,是,是,否
2847,沿山河新村,保小制 全明新装修 置换急卖价格好谈 三天必卖,45,2室1厅,中层,4,南北向,1995,52222,235,杭州市保_塔实验学校,0.34km,西湖,18个小区,否,是,否,否,否,否,是,否,是,是,否
2848,沿山河新村,保小西湖边带花园新出房源 采光无遮挡 有架高不湿 看房方便,78,3室1厅,低层,5,南北向,1995,51282,400,杭州市保_塔实验学校,0.34km,西湖,18个小区,否,是,否,否,否,否,是,否,是,是,否
2849,石灰桥新村,文一街本部 双 精装25万 可以改两房 无,46,1室1厅,高层,6,南北向,1988,39353,180,文一街小学文一校区,0.49km,西湖,14个小区,否,是,是,否,否,否,否,否,是,否,否
2850,大河宸章,"大河宸章,品质开发商,熊猫户型,2房朝南厅朝南,地暖满铺",195,4室2厅,低层,18,南向,2013,49231,960,卖鱼桥小学文澜校区,0.12km,祥符,16个小区,否,是,是,否,否,否,否,否,否,否,否
2851,大河宸章,大河宸章大户型 豪华装修 三阳台西边套小区环境好 卖小近,220,4室2厅,中层,15,南北向,2013,52273,1150,卖鱼桥小学文澜校区,0.12km,祥符,16个小区,否,是,是,否,否,否,否,否,否,否,否
2852,石灰桥新村,石灰桥新村 不过马路 户型正气 自住装修,65,2室1厅,中层,5,南北向,1988,56923,370,文一街小学文一校区,0.49km,西湖,14个小区,否,是,是,否,否,否,否,否,是,否,否
2853,石灰桥新村,文一街 1楼送20方大院子 再送20万精装 全明东边套,57,2室1厅,低层,5,南北向,1996,38596,220,文一街小学文一校区,0.49km,西湖,14个小区,否,是,是,否,否,否,否,否,是,否,否
2854,都市水乡水秀苑,(新)都市水乡水秀苑!西湖区!文一街秀水!100米口,92,2室2厅,低层,11,南北向,2010,26087,240,文一街小学秀水校区,0.34km,西湖,7个小区,否,是,是,否,否,否,否,否,是,否,否
2855,都市水乡水秀苑,"文一街,两房朝南,口2号线50米,房东诚心急 售",92,2室2厅,低层,16,南北向,2006,26230,240,文一街小学秀水校区,0.34km,西湖,7个小区,否,是,是,否,否,否,否,否,是,否,否
2856,都市水乡水秀苑,正规小区 全明双南 采光好 房型好 得房 交通便利,92,2室2厅,低层,18,南北向,2006,26230,240,文一街小学秀水校区,0.34km,西湖,7个小区,否,是,是,否,否,否,否,否,是,否,否
2857,大河宸章,"精装修全送,这个价格还不到位?置换诚心卖,看房提前联系,速度",172,3室2厅,高层,15,南北向,2013,51804,890,卖鱼桥小学文澜校区,0.12km,祥符,16个小区,否,是,是,否,否,否,否,否,否,否,否
2858,石灰桥新村,白荡海人家石灰桥新村满2年 卫生间有淋浴房房东诚心卖,45,2室1厅,低层,6,南北向,1988,52574,239,文一街小学文一校区,0.49km,西湖,14个小区,否,是,是,否,否,否,否,否,是,否,否
2859,石灰桥新村,文一街十三中本部 新上房源 2房朝南 优选 装修清爽!,45,2室0厅,高层,6,南北向,2010,48384,220,文一街小学文一校区,0.49km,西湖,14个小区,否,是,是,否,否,否,否,否,是,否,否
2860,都市水乡水秀苑,"西湖区文一街水秀苑,新上房源, 房东即卖 价格可以谈!",93,2室2厅,中层,18,南北向,2010,23656,220,文一街小学秀水校区,0.34km,西湖,7个小区,否,是,是,否,否,否,否,否,是,否,否
2861,都市水乡水秀苑,190万水秀苑大气三房房东生意亏本房东急卖满5年,93,3室2厅,中层,18,南北向,2008,20541,190,文一街小学秀水校区,0.34km,西湖,7个小区,否,是,是,否,否,否,否,否,是,否,否
2862,都市水乡水秀苑,正规小区 全明双南 采光好 房型好 得房 交通便利,92,2室2厅,低层,18,南北向,2006,26230,240,文一街小学秀水校区,0.34km,西湖,7个小区,否,是,是,否,否,否,否,否,是,否,否
2863,都市水乡水秀苑,215万水秀苑大气三房房东生意亏本房东急卖满5年,93,3室2厅,中层,18,南北向,2008,23243,215,文一街小学秀水校区,0.34km,西湖,7个小区,否,是,是,否,否,否,否,否,是,否,否
2864,大河宸章,"桥西大河宸章,卖小旁边,西边套,4房2厅3卫,送家具家电。",194,4室2厅,低层,18,南北向,2015,54068,1050,卖鱼桥小学文澜校区,0.12km,祥符,16个小区,否,是,是,否,否,否,否,否,否,否,否
